@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.062641,0.012745,2.949660,0.190456,0.215555,0.400069,0.032743,0.091000,-29.329188,2.261873,-0.125317,-0.053552,-0.218011,0.038221,0.168780,0.078536,0.037451,-0.190638,-0.240346,0.054075,-0.065981,0.013906,0.003144,0.021850,0.016931,0.020198,0.011723,0.032798,0.001812,0.005585,0.017516,0.060331,0.005886,0.032792,0.067641,0.011400,0.372434,0.071274,0.029529,0.389543,0.014975,0.118840,2.592173,0.734391,0.562971,0.384155,0.302887,0.183290,0.230624,0.216588,0.227087,0.243463,0.193540,0.203598,0.200686,0.021706,0.004738,0.021926,0.025837,0.023581,0.021835,0.027631,0.003016,0.008023,0.020402,0.026082,0.011960,0.009476,Boredom
0.084668,0.008700,2.943719,0.183494,0.210305,0.440831,0.026813,0.114000,-29.446691,2.549599,0.044230,0.219052,-0.195360,0.142847,0.124178,0.011996,0.102829,-0.158034,-0.138437,0.212126,-0.097638,0.009165,0.003636,0.026992,0.011637,0.013033,0.011915,0.068671,0.001838,0.006787,0.030406,0.032306,0.003759,0.034135,0.084984,0.008472,0.267410,0.091178,0.045315,0.314249,0.013477,0.136822,2.306607,0.704430,0.570820,0.448691,0.272619,0.216124,0.211893,0.254844,0.334986,0.201046,0.214094,0.297004,0.218654,0.009475,0.007556,0.028564,0.017215,0.011298,0.020531,0.068223,0.003005,0.007630,0.021268,0.030520,0.006279,0.012894,Boredom
0.121149,0.027081,2.854065,0.222278,0.207597,0.866435,0.016684,0.207676,-26.274230,1.700855,0.373297,0.433548,0.057942,0.159522,0.312676,0.073440,0.010570,0.277058,-0.094776,0.209075,-0.022104,0.007865,0.002073,0.047141,0.004746,0.010741,0.004473,0.048174,0.002610,0.004621,0.018814,0.089730,0.001910,0.037154,0.106987,0.027066,0.348170,0.103218,0.030767,0.736841,0.014750,0.194876,2.579410,1.239663,0.855596,0.497321,0.431261,0.315899,0.385528,0.359553,0.318020,0.282225,0.215972,0.169257,0.160269,0.012284,0.003101,0.046549,0.005445,0.013232,0.008654,0.045984,0.004479,0.003978,0.022445,0.081947,0.002064,0.019222,Boredom
0.085735,0.025641,2.804882,0.202357,0.219676,0.693461,0.017947,0.143231,-25.812233,2.158980,0.550447,0.290236,0.097818,-0.005984,0.168376,0.216756,0.005646,0.226417,-0.011430,0.140226,0.018552,0.008018,0.001766,0.041747,0.009156,0.015415,0.003968,0.026914,0.001398,0.005684,0.022316,0.110554,0.002762,0.037897,0.097474,0.024382,0.496296,0.082809,0.026736,0.737079,0.020538,0.174788,2.478372,0.880003,0.837033,0.372885,0.511072,0.272600,0.254122,0.208623,0.193523,0.161581,0.137046,0.165250,0.184487,0.009437,0.001831,0.044782,0.013223,0.020631,0.006793,0.024213,0.002591,0.007104,0.019321,0.069817,0.003608,0.016648,Boredom
0.100657,0.006969,2.743202,0.211826,0.209922,0.681981,0.023966,0.176990,-29.278805,2.146035,0.549899,0.240465,0.007412,-0.041524,0.227638,0.237256,0.033413,0.134797,0.021714,0.089122,-0.013400,0.008118,0.002735,0.052024,0.005472,0.013448,0.005640,0.069345,0.000740,0.002591,0.007234,0.086300,0.001821,0.043283,0.119375,0.010534,0.446397,0.122645,0.034064,0.734764,0.021930,0.215615,2.927873,1.272016,0.746834,0.411168,0.344588,0.218213,0.240658,0.226704,0.264675,0.185950,0.181074,0.172137,0.149199,0.009616,0.004739,0.044434,0.005282,0.015521,0.007886,0.060759,0.001038,0.002862,0.006639,0.073776,0.002187,0.019441,Boredom
0.124132,0.023813,2.929161,0.251391,0.226968,0.777971,0.016772,0.233906,-26.966302,2.154912,0.811881,0.367095,-0.076430,0.012795,0.201851,0.104953,-0.008203,0.150913,-0.063141,0.214779,-0.093718,0.014319,0.001216,0.030515,0.005777,0.015241,0.004161,0.067611,0.000558,0.003153,0.019878,0.082554,0.004244,0.038599,0.152302,0.019638,0.347825,0.160255,0.043019,0.830475,0.019422,0.295198,3.013650,1.005357,0.521453,0.300879,0.379959,0.364179,0.418518,0.247041,0.249054,0.229559,0.206576,0.213722,0.153177,0.018224,0.001167,0.031067,0.009087,0.023890,0.006977,0.070592,0.000654,0.004550,0.025999,0.064249,0.007433,0.018263,Boredom
0.110402,0.032826,2.920935,0.213319,0.214909,0.612066,0.019218,0.162819,-26.200168,2.211343,1.381501,0.250939,-0.000585,0.041506,0.141154,0.158586,0.157939,0.191047,-0.073234,0.216728,-0.118108,0.011537,0.001184,0.053577,0.005737,0.017613,0.003151,0.044285,0.000598,0.002926,0.014057,0.115554,0.001058,0.046461,0.127697,0.025714,0.406181,0.122779,0.040374,0.697370,0.016657,0.196276,2.132746,1.040922,0.624733,0.380352,0.247529,0.263035,0.241940,0.192911,0.284142,0.171669,0.249814,0.175069,0.168474,0.018197,0.001575,0.047079,0.006704,0.019537,0.003767,0.061927,0.001181,0.003841,0.012832,0.063184,0.001092,0.016006,Boredom
0.101891,0.029265,2.945566,0.214595,0.217861,0.706807,0.016937,0.183211,-26.566529,2.200583,0.442850,0.332201,0.301131,0.008425,0.291853,0.182870,0.063924,0.172548,-0.033011,0.162094,0.005288,0.008372,0.001697,0.060508,0.004721,0.013758,0.003867,0.054192,0.001068,0.002225,0.011994,0.105338,0.001455,0.045830,0.104865,0.025694,0.344319,0.116393,0.032202,0.701372,0.017021,0.226066,2.494354,1.058288,0.906292,0.401808,0.421607,0.239188,0.343100,0.230194,0.299837,0.223690,0.214340,0.187516,0.208558,0.011182,0.002685,0.053879,0.005017,0.016086,0.005078,0.067199,0.001639,0.002025,0.019340,0.064632,0.001687,0.020236,Boredom
0.089129,0.018621,2.854267,0.188722,0.212680,0.586364,0.021081,0.126829,-27.097428,2.449583,0.264054,0.356889,0.286608,-0.076528,0.289071,0.188575,-0.005401,0.165899,-0.043780,0.126127,-0.026194,0.010723,0.003073,0.061143,0.006303,0.021705,0.005747,0.054701,0.002045,0.005718,0.014011,0.070531,0.002004,0.037873,0.098253,0.015444,0.373543,0.087585,0.034359,0.546665,0.017088,0.166687,2.674152,0.949719,0.798721,0.410604,0.461431,0.274904,0.241783,0.255374,0.291441,0.188885,0.172500,0.181481,0.177034,0.016000,0.004866,0.057395,0.007030,0.027910,0.007376,0.055169,0.004218,0.007281,0.020555,0.062233,0.002370,0.017097,Boredom
0.098999,0.008790,2.983498,0.228217,0.229686,0.773156,0.014387,0.179938,-29.254936,1.917992,0.795269,0.256504,-0.031884,0.009732,0.124597,0.164961,0.000894,0.202956,-0.100325,0.220571,-0.093400,0.014719,0.002661,0.063777,0.005109,0.011712,0.003710,0.055029,0.001053,0.003536,0.015158,0.084721,0.002256,0.040696,0.096872,0.008924,0.275700,0.092179,0.028962,0.655329,0.011003,0.193689,2.182924,0.800802,0.608532,0.318145,0.367847,0.272216,0.331170,0.191123,0.210358,0.209118,0.176216,0.160546,0.209907,0.020714,0.003783,0.053462,0.007274,0.015828,0.004580,0.041391,0.001633,0.005034,0.015464,0.059734,0.002731,0.016301,Boredom
0.073314,0.021936,2.921824,0.188973,0.216718,0.390381,0.015056,0.104171,-26.939218,2.464974,0.853713,0.243769,0.057922,0.062337,0.114776,0.191856,-0.024164,0.226398,0.010929,0.194681,-0.055406,0.011744,0.001777,0.048826,0.005049,0.011018,0.004568,0.078730,0.001258,0.005580,0.017422,0.106088,0.002117,0.048261,0.079006,0.016680,0.283072,0.101917,0.040121,0.374584,0.010630,0.149412,3.058569,0.781007,0.607776,0.318059,0.289397,0.256298,0.258245,0.254715,0.218327,0.155847,0.193396,0.189564,0.160925,0.015475,0.003590,0.040590,0.005807,0.011638,0.005146,0.067895,0.002690,0.009904,0.023010,0.064724,0.002676,0.017202,Boredom
0.179349,0.009868,2.851333,0.277067,0.216856,1.261466,0.012703,0.317375,-28.079070,1.299694,0.352557,-0.446120,-0.259866,0.179895,0.016543,-0.243344,0.055308,-0.244561,-0.194566,0.048789,-0.081706,0.010483,0.008768,0.017666,0.013967,0.018504,0.016402,0.039354,0.005103,0.007407,0.018132,0.013102,0.003137,0.022472,0.126196,0.013736,0.544253,0.106876,0.026189,0.745059,0.010274,0.219353,3.344037,1.282248,0.738198,0.630242,0.527071,0.372799,0.344734,0.384913,0.311469,0.312191,0.294381,0.371344,0.325450,0.014516,0.010977,0.021920,0.020937,0.031771,0.025070,0.057100,0.012297,0.007923,0.021967,0.018265,0.003631,0.016311,Boredom
0.219024,0.011702,2.972275,0.317937,0.236876,1.637927,0.016450,0.357167,-29.278208,1.065117,0.769521,-0.010744,-0.146126,-0.099192,-0.094673,-0.208209,-0.120776,-0.228403,-0.233090,0.010033,-0.062849,0.009124,0.003256,0.026825,0.009058,0.014333,0.018996,0.027713,0.001898,0.009870,0.024737,0.018399,0.002030,0.024906,0.079659,0.012328,0.509330,0.068822,0.019431,0.556715,0.014115,0.168172,2.281286,0.789323,0.512128,0.401075,0.347097,0.275404,0.224749,0.223926,0.218297,0.171889,0.306310,0.285210,0.293944,0.015239,0.004039,0.038306,0.013961,0.012570,0.019689,0.020353,0.003276,0.015650,0.032987,0.027790,0.003646,0.013156,Boredom
0.122466,0.015562,2.960327,0.224760,0.209176,0.880069,0.016298,0.208625,-27.375507,1.877247,0.489328,0.225785,-0.408635,0.166994,0.234693,-0.338874,0.157809,-0.145290,-0.170331,-0.039026,-0.136640,0.018321,0.002203,0.015620,0.007687,0.009158,0.006746,0.038710,0.001558,0.009088,0.051376,0.029824,0.003909,0.027769,0.107289,0.016212,0.394110,0.092154,0.040496,0.654495,0.013253,0.196802,3.506814,0.970995,0.867646,0.566033,0.530804,0.275914,0.252590,0.343058,0.283709,0.377696,0.354765,0.271886,0.309997,0.032633,0.002355,0.020963,0.011747,0.010001,0.009008,0.041970,0.001863,0.013765,0.040803,0.035924,0.005372,0.014421,Boredom
0.135816,0.012153,3.064143,0.248823,0.220369,1.080638,0.010286,0.265679,-27.318704,1.582252,0.566354,0.197820,0.110148,-0.075905,0.177604,-0.339027,0.138213,-0.086808,-0.135664,0.021303,-0.198191,0.011437,0.003863,0.014534,0.004491,0.008047,0.008471,0.048476,0.001765,0.006234,0.049077,0.032996,0.003050,0.028442,0.094960,0.014873,0.412015,0.075995,0.025058,0.622233,0.007675,0.167584,2.679341,0.991727,0.829080,0.444328,0.355416,0.247459,0.211154,0.349694,0.264065,0.215474,0.231273,0.249614,0.253545,0.011439,0.005488,0.015012,0.005966,0.009669,0.010984,0.048211,0.002452,0.006323,0.049310,0.035793,0.005422,0.012211,Boredom
0.116433,0.006204,2.793842,0.247826,0.237623,0.803815,0.026362,0.190225,-30.897596,1.917458,0.412686,-0.153409,-0.073211,0.024171,0.197134,-0.179025,0.007023,-0.218633,-0.204525,-0.102583,-0.182349,0.015930,0.006597,0.042832,0.022121,0.017067,0.006326,0.075663,0.001827,0.004191,0.020097,0.030770,0.004957,0.039595,0.101538,0.008954,0.453467,0.094675,0.028383,0.678862,0.020371,0.205483,2.630687,1.017656,0.720284,0.425242,0.331681,0.277224,0.257842,0.277024,0.222857,0.243372,0.286791,0.301755,0.242065,0.026923,0.012403,0.041059,0.028764,0.026984,0.010808,0.034632,0.003172,0.005212,0.027792,0.029832,0.010680,0.015595,Boredom
0.160075,0.044885,3.057061,0.270735,0.237795,1.016656,0.014649,0.246875,-27.651803,1.537520,0.686544,0.019132,-0.235052,-0.034847,0.020602,-0.285170,-0.036466,-0.345661,-0.372836,-0.110241,-0.407924,0.046255,0.007651,0.040681,0.012944,0.009948,0.008331,0.082794,0.000906,0.001753,0.009802,0.034433,0.003945,0.041812,0.116002,0.037864,0.238597,0.096309,0.023002,0.624754,0.010802,0.202630,2.397306,0.838969,0.430773,0.316283,0.245810,0.174253,0.231080,0.184787,0.213513,0.202014,0.175388,0.288638,0.273264,0.045830,0.012565,0.029338,0.014939,0.014700,0.013721,0.027001,0.000735,0.001650,0.009416,0.029371,0.007803,0.012574,Boredom
0.156223,0.011670,2.985031,0.265215,0.230514,0.952240,0.017480,0.266528,-29.079241,1.796794,0.998571,-0.075783,-0.125223,0.133495,0.102194,-0.192036,0.129799,-0.322561,-0.102796,-0.041526,-0.175135,0.022776,0.001465,0.019457,0.022520,0.024016,0.007368,0.050697,0.000972,0.005773,0.013535,0.038964,0.003418,0.031626,0.129874,0.011235,0.358059,0.116273,0.032288,0.727030,0.012382,0.248116,2.518242,1.020948,0.519176,0.387624,0.332430,0.294349,0.245109,0.225632,0.242467,0.246623,0.250607,0.186876,0.219437,0.029710,0.001540,0.018097,0.032883,0.030847,0.007909,0.047202,0.001449,0.009053,0.021799,0.035124,0.004488,0.014530,Boredom
0.140099,0.025273,2.850618,0.253799,0.226039,0.784757,0.017549,0.191218,-26.929794,1.912477,0.962052,-0.009405,-0.281113,-0.025866,-0.037305,-0.068499,0.112721,-0.137695,-0.139063,-0.052813,-0.187651,0.023657,0.004161,0.024735,0.010483,0.020718,0.016365,0.052562,0.000828,0.004390,0.025618,0.029173,0.005427,0.032735,0.129256,0.024971,0.576049,0.108071,0.031102,0.694132,0.012986,0.217486,3.191171,1.175505,0.651020,0.427934,0.395671,0.261651,0.288340,0.335916,0.242124,0.249641,0.296813,0.261517,0.342138,0.035717,0.006485,0.033338,0.015128,0.031214,0.024359,0.060018,0.001452,0.009408,0.033630,0.038646,0.012360,0.017885,Boredom
0.139705,0.022671,2.928246,0.264616,0.231206,0.847472,0.018108,0.223065,-26.660637,1.862108,0.830704,-0.163662,-0.400455,0.162832,-0.099968,-0.060171,-0.005226,-0.256089,-0.148322,-0.105227,-0.295804,0.028323,0.002402,0.032805,0.017468,0.014535,0.004132,0.016768,0.000550,0.001530,0.023268,0.071160,0.006230,0.035880,0.124086,0.021561,0.501257,0.115963,0.028885,0.799125,0.013214,0.246633,2.832551,1.039098,0.614205,0.481321,0.420008,0.230524,0.282328,0.327034,0.271498,0.248267,0.320163,0.290412,0.325876,0.042850,0.003743,0.054153,0.031100,0.025587,0.005204,0.033735,0.000641,0.001391,0.020887,0.055064,0.009879,0.019074,Boredom
0.124338,0.017392,2.924839,0.233622,0.212522,0.909309,0.017020,0.211723,-26.822307,1.851520,0.077230,-0.017773,-0.124095,0.157128,0.241632,-0.342636,-0.027518,-0.125583,-0.195334,-0.035335,-0.215935,0.010198,0.005217,0.030252,0.016562,0.026733,0.009345,0.035917,0.004447,0.017823,0.027470,0.015373,0.003356,0.028904,0.100624,0.018329,0.509115,0.106769,0.036072,0.664143,0.015368,0.207895,2.947568,1.103421,0.645029,0.416818,0.443854,0.262902,0.353179,0.360849,0.233926,0.289075,0.320922,0.340115,0.343153,0.020006,0.007936,0.039060,0.023834,0.035486,0.015538,0.047724,0.008358,0.022915,0.033112,0.020317,0.005547,0.016717,Boredom
0.121433,0.023644,3.078230,0.239125,0.220474,0.851622,0.017479,0.208375,-26.530948,2.050550,0.296991,0.033137,-0.061882,0.059563,0.176846,-0.419186,-0.027493,-0.204351,-0.320066,-0.100362,-0.144026,0.023873,0.003300,0.031994,0.030975,0.017232,0.013310,0.032546,0.003190,0.005250,0.021755,0.033613,0.004033,0.036175,0.117812,0.023638,0.315566,0.103539,0.037945,0.721366,0.012862,0.215391,2.800420,1.042478,0.872175,0.514796,0.426864,0.357862,0.250065,0.301912,0.303175,0.325789,0.258716,0.293625,0.357048,0.035481,0.005266,0.042982,0.044317,0.024814,0.022710,0.034170,0.008099,0.010255,0.027037,0.046290,0.007838,0.017446,Boredom
0.136248,0.022491,2.936275,0.250549,0.230523,0.937624,0.023909,0.219750,-27.892431,1.708622,0.589791,-0.099164,-0.187454,-0.121855,-0.096656,-0.081813,-0.058606,-0.374783,-0.156570,0.059233,-0.012845,0.010122,0.002127,0.030248,0.017115,0.031215,0.026852,0.043833,0.000927,0.002780,0.019043,0.037015,0.005160,0.033522,0.101345,0.022994,0.406631,0.082038,0.021329,0.628321,0.015816,0.176888,2.141303,0.928396,0.459905,0.365521,0.307825,0.266699,0.241898,0.309561,0.280141,0.310522,0.271561,0.267470,0.230955,0.012494,0.002533,0.023530,0.028560,0.043477,0.031798,0.034363,0.001008,0.003437,0.025348,0.035970,0.009102,0.014514,Boredom
0.158406,0.013458,2.966553,0.255976,0.228316,0.996571,0.016490,0.234000,-28.757680,1.871074,0.657039,-0.259548,0.058610,0.316132,-0.075648,-0.085173,0.068891,-0.264617,-0.117673,0.009455,-0.156908,0.016324,0.004230,0.017610,0.008071,0.014622,0.014617,0.061123,0.000983,0.004333,0.030624,0.024917,0.003198,0.030061,0.146132,0.017745,0.503532,0.111196,0.022670,0.933626,0.012914,0.259246,2.594305,1.127201,0.565396,0.460754,0.414385,0.284392,0.304574,0.309677,0.275207,0.294238,0.274862,0.265633,0.234628,0.027851,0.005517,0.022946,0.012483,0.017433,0.014237,0.062330,0.001089,0.008058,0.038846,0.038252,0.005633,0.017877,Boredom
0.110505,0.014189,3.039731,0.243672,0.233890,0.808943,0.015028,0.198266,-28.072565,2.078061,0.762891,-0.186468,-0.013075,0.109226,0.033368,0.010737,0.035006,-0.076791,-0.156287,0.008816,-0.178817,0.015370,0.003389,0.022186,0.015074,0.015051,0.009759,0.064752,0.001081,0.006577,0.029304,0.033357,0.004631,0.033251,0.095118,0.015194,0.274467,0.091162,0.032512,0.647340,0.010738,0.198127,2.788643,0.990915,0.667265,0.505260,0.357854,0.328738,0.267498,0.349417,0.300822,0.260146,0.272438,0.256998,0.297232,0.022778,0.004849,0.020302,0.022929,0.017371,0.017000,0.062344,0.001818,0.010944,0.032232,0.039990,0.008862,0.014416,Boredom
0.110889,0.018480,2.890259,0.204529,0.204170,0.692463,0.017868,0.167750,-26.409817,2.411472,0.428790,-0.234946,-0.455600,0.232487,-0.185455,-0.125703,-0.071393,0.058548,0.085730,-0.043027,0.084604,0.007748,0.002988,0.013087,0.015985,0.031536,0.014121,0.034909,0.003974,0.022660,0.032414,0.024967,0.007103,0.027135,0.095585,0.021410,0.447401,0.082273,0.030159,0.564728,0.010398,0.164328,2.560395,0.970081,0.909691,0.387290,0.391202,0.271640,0.391656,0.277941,0.259356,0.173220,0.201388,0.216089,0.225686,0.009990,0.005616,0.012901,0.023589,0.031447,0.021633,0.043934,0.009850,0.023682,0.026689,0.030437,0.010093,0.012006,Disgust
0.105987,0.011175,2.720711,0.235425,0.220328,0.822274,0.027087,0.157944,-29.781810,1.005659,-0.191088,0.095798,-0.290473,0.248903,-0.169571,-0.092997,-0.245215,-0.174179,-0.302732,-0.061506,-0.020580,0.008994,0.003722,0.033635,0.020030,0.022227,0.016318,0.082252,0.001301,0.003168,0.009240,0.024162,0.003844,0.039274,0.090606,0.015994,0.604304,0.067959,0.057734,0.623236,0.023320,0.143999,4.978798,1.252838,1.027741,0.623017,0.565780,0.313202,0.432391,0.237333,0.290476,0.268175,0.412600,0.304530,0.300644,0.019396,0.007168,0.041717,0.031236,0.027015,0.032576,0.111867,0.001510,0.004144,0.018117,0.032327,0.004789,0.030119,Disgust
0.159043,0.008346,2.853244,0.267756,0.222094,1.155683,0.015568,0.261604,-28.695685,1.205727,-0.049581,-0.181937,-0.501872,-0.140015,0.028922,-0.238141,-0.283036,-0.108398,-0.012056,-0.008766,0.035642,0.010109,0.004026,0.022218,0.011542,0.024197,0.016809,0.028762,0.003693,0.013287,0.007405,0.019955,0.005272,0.022557,0.125395,0.011419,0.427669,0.097014,0.048994,0.770768,0.012217,0.220332,4.219884,1.172780,0.823974,0.707676,0.505790,0.356148,0.367570,0.260462,0.336342,0.285644,0.342393,0.260243,0.258311,0.011818,0.004944,0.041249,0.013702,0.039664,0.029517,0.045086,0.005037,0.021782,0.008931,0.027994,0.007433,0.018894,Disgust
0.097121,0.012846,2.656024,0.229514,0.213499,0.836535,0.018500,0.204250,-27.882960,1.626483,-0.138764,-0.441914,-0.539330,0.020278,-0.115740,-0.108768,-0.346488,-0.192775,-0.384798,-0.318938,-0.144243,0.022135,0.014920,0.050598,0.024318,0.017211,0.012305,0.015120,0.004498,0.004981,0.004463,0.015978,0.009162,0.025816,0.061601,0.019216,0.613477,0.091376,0.037147,0.582906,0.013275,0.189470,3.958172,1.075725,1.000734,0.856329,0.500350,0.350621,0.258549,0.430195,0.308170,0.354770,0.323457,0.384843,0.358273,0.028545,0.024667,0.054885,0.020690,0.021275,0.023700,0.023660,0.011198,0.007879,0.005075,0.027331,0.015179,0.013718,Disgust
0.125410,0.012067,2.818877,0.253617,0.232882,0.860148,0.021657,0.201889,-29.525534,1.652955,0.018223,-0.238065,-0.138656,0.137806,-0.040705,-0.138117,-0.179664,-0.178762,-0.042995,-0.174085,-0.034548,0.017525,0.006647,0.034547,0.022998,0.017542,0.010269,0.074709,0.004198,0.005212,0.005298,0.030176,0.004380,0.037649,0.114773,0.016290,0.492753,0.099170,0.041632,0.721989,0.017250,0.197009,3.664276,1.161468,0.758294,0.669448,0.409889,0.303984,0.275515,0.321790,0.312592,0.337251,0.308917,0.290341,0.322774,0.033164,0.012047,0.035954,0.040992,0.027736,0.019327,0.072883,0.010094,0.009823,0.008909,0.029739,0.007681,0.021098,Disgust
0.135487,0.017537,2.902023,0.254845,0.227847,0.954139,0.018446,0.243979,-27.738732,1.681816,-0.115333,-0.464492,-0.247375,0.104893,-0.117448,-0.071480,-0.164309,-0.159199,-0.179766,-0.158173,-0.095557,0.016982,0.005521,0.036970,0.029225,0.016756,0.010699,0.030565,0.003103,0.004283,0.008199,0.028843,0.007389,0.026985,0.124410,0.024180,0.451781,0.112499,0.040686,0.780393,0.015429,0.234151,3.956407,1.279779,0.938954,0.730216,0.397096,0.310707,0.301599,0.268091,0.285615,0.386717,0.320644,0.294455,0.312402,0.023336,0.008935,0.038916,0.039318,0.026328,0.017858,0.054597,0.006595,0.004359,0.009563,0.037701,0.010800,0.016661,Disgust
0.191679,0.009872,2.880781,0.307317,0.223614,1.240854,0.022455,0.338464,-28.332752,1.228094,0.194218,-0.690239,-0.430455,0.017633,-0.226798,-0.093039,-0.351104,-0.201195,-0.131693,-0.033234,0.157816,0.008985,0.004924,0.022404,0.016499,0.020966,0.023372,0.034865,0.003309,0.006946,0.005118,0.012883,0.005214,0.023653,0.186509,0.012727,0.510295,0.156203,0.043181,0.884881,0.023813,0.286287,3.818284,1.485384,0.664698,0.566072,0.469262,0.334328,0.381287,0.327672,0.487435,0.315214,0.383643,0.391050,0.311786,0.015740,0.010782,0.037048,0.027778,0.028715,0.040378,0.062861,0.007198,0.010372,0.010307,0.021650,0.012761,0.019304,Disgust
0.116667,0.008754,2.740829,0.238444,0.229746,0.830458,0.032417,0.175417,-29.800599,1.739530,-0.029565,0.156093,-0.239908,0.009248,0.035817,-0.153364,-0.182253,-0.243348,-0.215659,-0.210799,-0.086201,0.015206,0.004070,0.038946,0.023750,0.024996,0.009516,0.049967,0.002581,0.003895,0.007802,0.036066,0.003706,0.033107,0.081690,0.009569,0.446239,0.087927,0.048025,0.580874,0.028187,0.166429,3.826912,0.873113,0.812891,0.495049,0.423672,0.305449,0.284019,0.276279,0.317351,0.330987,0.313890,0.319736,0.337355,0.025402,0.006439,0.035921,0.039021,0.036891,0.015618,0.045056,0.003674,0.004758,0.010616,0.034925,0.005475,0.015760,Disgust
0.100610,0.016915,2.846658,0.245985,0.235870,0.733211,0.026501,0.183792,-28.653547,2.020973,0.433226,-0.259773,-0.300682,0.105372,-0.057303,-0.078877,-0.169811,-0.179558,-0.130898,-0.232423,-0.156567,0.029745,0.004802,0.055939,0.018703,0.015092,0.012757,0.055027,0.003207,0.003959,0.010564,0.028361,0.005174,0.040166,0.112756,0.022481,0.501914,0.118166,0.048374,0.816297,0.018986,0.242986,4.987156,1.075248,0.706398,0.521851,0.437141,0.324883,0.303050,0.275815,0.317091,0.346178,0.305524,0.376730,0.392641,0.050264,0.007155,0.072554,0.033540,0.028172,0.028905,0.093427,0.008092,0.005937,0.019646,0.037332,0.009865,0.028153,Disgust
0.161309,0.012422,2.746929,0.270486,0.227750,1.021652,0.015434,0.278827,-27.077055,1.952911,0.911303,0.012391,-0.616756,0.242878,0.105005,-0.162067,0.159753,0.003617,0.087393,-0.038928,-0.019999,0.017381,0.006285,0.018624,0.009322,0.031871,0.013474,0.031970,0.000848,0.006189,0.015938,0.030273,0.012876,0.022336,0.153821,0.013766,0.513893,0.131988,0.035015,0.799394,0.012970,0.263118,3.396063,1.057442,0.676808,0.373038,0.459066,0.282952,0.366438,0.204152,0.233417,0.226827,0.263808,0.148784,0.217535,0.028130,0.010759,0.022052,0.011016,0.037427,0.014847,0.031258,0.000851,0.012600,0.018717,0.026936,0.019699,0.012842,Disgust
